canonical_key,name,type,category,category_label,primary_muscle,primary_muscle_label,difficulty,equipments,instructions,safety_info,language,source,active
"fitos:agachamento-frontal-com-barra","Agachamento frontal com barra","strength","pesos_livres","Pesos livres","quadriceps","Quadríceps","avancado","barra|rack","Prepare o equipamento e assuma uma base estável. Execute agachamento frontal com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna. Recomenda-se supervisão profissional até dominar a execução.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:agachamento-goblet","Agachamento goblet","strength","pesos_livres","Pesos livres","quadriceps","Quadríceps","iniciante","halter ou kettlebell","Prepare o equipamento e assuma uma base estável. Execute agachamento goblet com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:agachamento-hack","Agachamento Hack","strength","maquinas","Máquinas e aparelhos","quadriceps","Quadríceps","iniciante","máquina hack","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute agachamento hack na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:agachamento-isometrico-na-parede","Agachamento isométrico na parede","strength","peso_corporal","Peso corporal","quadriceps","Quadríceps","iniciante","parede","Posicione o corpo de forma estável para agachamento isométrico na parede. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:agachamento-livre","Agachamento livre","strength","peso_corporal","Peso corporal","quadriceps","Quadríceps","iniciante","peso corporal","Posicione o corpo de forma estável para agachamento livre. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:agachamento-livre-com-barra","Agachamento livre com barra","strength","pesos_livres","Pesos livres","quadriceps","Quadríceps","intermediario","barra|rack","Prepare o equipamento e assuma uma base estável. Execute agachamento livre com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:agachamento-no-cabo","Agachamento no cabo","strength","cabos","Cabos e polias","quadriceps","Quadríceps","iniciante","polia baixa","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute agachamento no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:agachamento-no-smith","Agachamento no Smith","strength","maquinas","Máquinas e aparelhos","quadriceps","Quadríceps","iniciante","máquina Smith","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute agachamento no smith na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:avanco-com-halteres","Avanço com halteres","strength","pesos_livres","Pesos livres","quadriceps","Quadríceps","iniciante","halteres","Prepare o equipamento e assuma uma base estável. Execute avanço com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:cadeira-extensora","Cadeira extensora","strength","maquinas","Máquinas e aparelhos","quadriceps","Quadríceps","iniciante","cadeira extensora","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute cadeira extensora na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:leg-press-45","Leg press 45°","strength","maquinas","Máquinas e aparelhos","quadriceps","Quadríceps","iniciante","leg press 45°","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute leg press 45° na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:leg-press-horizontal","Leg press horizontal","strength","maquinas","Máquinas e aparelhos","quadriceps","Quadríceps","iniciante","leg press horizontal","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute leg press horizontal na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:passada-com-barra","Passada com barra","strength","pesos_livres","Pesos livres","quadriceps","Quadríceps","intermediario","barra","Prepare o equipamento e assuma uma base estável. Execute passada com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:pistol-squat-assistido","Pistol squat assistido","strength","peso_corporal","Peso corporal","quadriceps","Quadríceps","avancado","apoio fixo","Posicione o corpo de forma estável para pistol squat assistido. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna. Recomenda-se supervisão profissional até dominar a execução.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:step-up-com-halteres","Step-up com halteres","strength","pesos_livres","Pesos livres","quadriceps","Quadríceps","iniciante","halteres|caixa","Prepare o equipamento e assuma uma base estável. Execute step-up com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:encolhimento-com-barra","Encolhimento com barra","strength","pesos_livres","Pesos livres","trapezio_antebracos","Trapézio e antebraços","iniciante","barra","Prepare o equipamento e assuma uma base estável. Execute encolhimento com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:encolhimento-com-halteres","Encolhimento com halteres","strength","pesos_livres","Pesos livres","trapezio_antebracos","Trapézio e antebraços","iniciante","halteres","Prepare o equipamento e assuma uma base estável. Execute encolhimento com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:encolhimento-na-maquina","Encolhimento na máquina","strength","maquinas","Máquinas e aparelhos","trapezio_antebracos","Trapézio e antebraços","iniciante","máquina de encolhimento","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute encolhimento na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:encolhimento-no-cabo","Encolhimento no cabo","strength","cabos","Cabos e polias","trapezio_antebracos","Trapézio e antebraços","iniciante","polia baixa|barra","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute encolhimento no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:pinca-de-anilhas","Pinça de anilhas","strength","pesos_livres","Pesos livres","trapezio_antebracos","Trapézio e antebraços","intermediario","anilhas","Prepare o equipamento e assuma uma base estável. Execute pinça de anilhas com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:rosca-de-punho-com-barra","Rosca de punho com barra","strength","pesos_livres","Pesos livres","trapezio_antebracos","Trapézio e antebraços","iniciante","barra|banco","Prepare o equipamento e assuma uma base estável. Execute rosca de punho com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:rosca-inversa-com-barra-w","Rosca inversa com barra W","strength","pesos_livres","Pesos livres","trapezio_antebracos","Trapézio e antebraços","intermediario","barra W","Prepare o equipamento e assuma uma base estável. Execute rosca inversa com barra w com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:rosca-inversa-de-punho-com-barra","Rosca inversa de punho com barra","strength","pesos_livres","Pesos livres","trapezio_antebracos","Trapézio e antebraços","iniciante","barra|banco","Prepare o equipamento e assuma uma base estável. Execute rosca inversa de punho com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:rotacao-de-punho-com-halter","Rotação de punho com halter","strength","pesos_livres","Pesos livres","trapezio_antebracos","Trapézio e antebraços","iniciante","halter","Prepare o equipamento e assuma uma base estável. Execute rotação de punho com halter com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:suspensao-na-barra","Suspensão na barra","strength","peso_corporal","Peso corporal","trapezio_antebracos","Trapézio e antebraços","iniciante","barra fixa","Posicione o corpo de forma estável para suspensão na barra. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:extensao-de-triceps-na-maquina","Extensão de tríceps na máquina","strength","maquinas","Máquinas e aparelhos","triceps","Tríceps","iniciante","máquina de tríceps","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute extensão de tríceps na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:mergulho-entre-bancos","Mergulho entre bancos","strength","peso_corporal","Peso corporal","triceps","Tríceps","intermediario","dois bancos","Posicione o corpo de forma estável para mergulho entre bancos. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:mergulho-na-maquina","Mergulho na máquina","strength","maquinas","Máquinas e aparelhos","triceps","Tríceps","iniciante","máquina de mergulho","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute mergulho na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:paralelas-com-foco-em-triceps","Paralelas com foco em tríceps","strength","peso_corporal","Peso corporal","triceps","Tríceps","intermediario","barras paralelas","Posicione o corpo de forma estável para paralelas com foco em tríceps. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:triceps-coice-com-halter","Tríceps coice com halter","strength","pesos_livres","Pesos livres","triceps","Tríceps","iniciante","halter|banco","Prepare o equipamento e assuma uma base estável. Execute tríceps coice com halter com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:triceps-frances-com-halter","Tríceps francês com halter","strength","pesos_livres","Pesos livres","triceps","Tríceps","iniciante","halter","Prepare o equipamento e assuma uma base estável. Execute tríceps francês com halter com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:triceps-frances-no-cabo","Tríceps francês no cabo","strength","cabos","Cabos e polias","triceps","Tríceps","intermediario","polia|corda","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute tríceps francês no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:triceps-na-polia-com-barra","Tríceps na polia com barra","strength","cabos","Cabos e polias","triceps","Tríceps","iniciante","polia alta|barra","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute tríceps na polia com barra sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:triceps-na-polia-com-corda","Tríceps na polia com corda","strength","cabos","Cabos e polias","triceps","Tríceps","iniciante","polia alta|corda","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute tríceps na polia com corda sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:triceps-testa-com-barra-w","Tríceps testa com barra W","strength","pesos_livres","Pesos livres","triceps","Tríceps","intermediario","barra W|banco","Prepare o equipamento e assuma uma base estável. Execute tríceps testa com barra w com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:triceps-testa-no-cabo","Tríceps testa no cabo","strength","cabos","Cabos e polias","triceps","Tríceps","intermediario","polia|barra","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute tríceps testa no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:triceps-unilateral-no-cabo","Tríceps unilateral no cabo","strength","cabos","Cabos e polias","triceps","Tríceps","intermediario","polia alta","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute tríceps unilateral no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
